Lot ID,Material,Weight,Quoted price,Final price,Recycler,Status,Date/time,Location,Payment status
LOT260103003663,Mixed Plastic,19.89 kg,₹309.08,₹333.79,GreenLoop Thiruvananthapuram E-Waste Solutions 4222,Quoted,03-01-2026 07:29,Thiruvananthapuram,Pending
LOT260103010143,Mixed Metal,59.97 kg,"₹2,385.33","₹2,320.67",GreenLoop Jamshedpur E-Waste Solutions 1902,Completed,03-01-2026 07:39,Jamshedpur,Paid
LOT260103001491,Printer,24.63 kg,₹333.52,₹322.82,ReTech Srinagar Recycler Hub 0403,Completed,03-01-2026 07:43,Srinagar,Partial Payment
LOT260103015355,Keyboard,9.18 kg,₹239.19,₹233.15,EnviroCycle Salem E-Waste Solutions 2132,Completed,03-01-2026 07:48,Salem,Paid
LOT260103013675,Microwave,13.05 kg,₹158.82,₹166.23,GreenCircuit Bareilly Materials Recycling 0948,Completed,03-01-2026 07:53,Bareilly,Paid
LOT260103010116,Mobile,2.59 kg,₹791.19,₹734.16,CleanEarth Amritsar Recovery Centre 4404,Quoted,03-01-2026 07:54,Amritsar,Pending
LOT260103019219,Television,3.6 kg,₹55.81,₹55.07,GreenBridge Jaipur Collection & Recycling 0100,Handover Confirmed,03-01-2026 08:20,Jaipur,Paid
LOT260103010625,Mouse,2.67 kg,₹54.11,₹53.50,EcoRecover Udaipur Green Processing 3977,Completed,03-01-2026 08:28,Udaipur,Partial Payment
LOT260103005800,Motor,17.79 kg,"₹1,636.51","₹1,822.08",RecoverX Hubballi Circular Solutions 1835,Quoted,03-01-2026 08:37,Hubballi,Pending
LOT260103013711,CRT,26.55 kg,₹409.71,₹420.66,ReTech Kochi Recycler Hub 2263,Completed,03-01-2026 09:02,Kochi,Paid
LOT260103005600,LCD Panel,15.56 kg,₹577.38,₹574.53,GreenBridge Chandigarh Collection & Recycling 1020,Pending Pickup,03-01-2026 09:34,Chandigarh,Pending
LOT260103011441,Mixed Metal,42.93 kg,"₹1,884.98","₹1,994.98",EcoLink Vellore Collection & Recycling 4270,Completed,03-01-2026 09:38,Vellore,Paid
LOT260103001385,Washing Machine,51.55 kg,₹736.48,₹779.74,ReTech Jammu Recycler Hub 2983,Completed,03-01-2026 09:54,Jammu,Pending
LOT260103019305,Magnet Assembly,16.46 kg,"₹1,586.65","₹1,368.90",GreenMine Surat Recovery Centre 3574,Completed,03-01-2026 10:01,Surat,Paid
LOT260103003613,Glass,13.99 kg,₹132.37,₹124.58,EnviroCycle Kozhikode E-Waste Solutions 4312,Completed,03-01-2026 10:34,Kozhikode,Partial Payment
LOT260103018057,Keyboard,6.62 kg,₹262.78,₹269.05,RecyclePro Madurai Recycling Services 1091,Quoted,03-01-2026 10:38,Madurai,Pending
LOT260103009591,Mobile,8.17 kg,"₹2,128.22","₹1,955.23",ReTech Siliguri Recycler Hub 1983,Handover Confirmed,03-01-2026 10:43,Siliguri,Paid
LOT260103016838,Mouse,1.52 kg,₹101.45,₹99.46,RecyclePro Nashik Recycling Services 0631,Quoted,03-01-2026 11:02,Nashik,Pending
LOT260103017322,Printer,2.95 kg,₹24.78,₹24.93,ReTech Varanasi Recycler Hub 4923,Completed,03-01-2026 11:15,Varanasi,Paid
LOT260103016809,Magnet Assembly,6.21 kg,₹510.67,₹487.44,EarthLoop Imphal Recycler Hub 3253,Handover Confirmed,03-01-2026 11:19,Imphal,Paid
LOT260103005305,Motor,22.01 kg,"₹1,394.31","₹1,487.29",EcoCycle Chennai Recycling Services 0021,Completed,03-01-2026 11:24,Chennai,Partial Payment
LOT260103019629,Mobile,4.89 kg,"₹1,562.48","₹1,563.66",GreenLoop Thiruvananthapuram E-Waste Solutions 2442,Completed,03-01-2026 13:16,Thiruvananthapuram,Paid
LOT260103000780,Glass,12.07 kg,₹77.79,₹70.89,GreenLoop Udaipur E-Waste Solutions 2642,Completed,03-01-2026 13:51,Udaipur,Paid
LOT260103016521,Cable,1.56 kg,₹618.64,₹620.13,ReTech Aurangabad Recycler Hub 1043,Completed,03-01-2026 14:04,Aurangabad,Paid
LOT260103016735,Battery,4.89 kg,₹925.74,₹952.59,RecyclePro Sambalpur Recycling Services 0971,Completed,03-01-2026 14:14,Sambalpur,Paid
LOT260103007631,Cable,6.38 kg,"₹2,922.09","₹3,010.47",RecoverX Aizawl Circular Solutions 4055,Completed,03-01-2026 14:21,Aizawl,Paid
LOT260103000787,Cable,40.52 kg,"₹16,544.64","₹16,121.46",E-Waste Sambalpur Circular Solutions 1505,Completed,03-01-2026 15:04,Sambalpur,Partial Payment
LOT260103007825,Mixed Metal,45.33 kg,"₹1,900.15","₹1,781.79",E-Waste Meerut Circular Solutions 1925,Pending Pickup,03-01-2026 15:06,Meerut,Pending
LOT260103017368,Keyboard,0.89 kg,₹30.01,₹30.51,CleanEarth Cuttack Recovery Centre 3684,Completed,03-01-2026 15:42,Cuttack,Paid
LOT260103019878,Washing Machine,37.69 kg,"₹1,119.75","₹1,150.44",GreenLoop Dehradun E-Waste Solutions 0222,Completed,03-01-2026 15:49,Dehradun,Paid
LOT260103006158,Mobile,4.01 kg,"₹1,136.90","₹1,082.15",GreenBridge Hisar Collection & Recycling 1940,Completed,03-01-2026 15:51,Hisar,Partial Payment
LOT260103008796,Microwave,24.25 kg,₹438.86,₹416.20,RecyclePro Delhi Recycling Services 3391,Completed,03-01-2026 16:22,Delhi,Paid
LOT260103008130,Microwave,8.42 kg,₹175.54,₹165.20,WasteWise Guwahati Materials Recycling 1638,Completed,03-01-2026 16:41,Guwahati,Partial Payment
LOT260103019574,Mixed Plastic,74.64 kg,₹600.72,₹596.85,ReTech Panaji Recycler Hub 2723,Completed,03-01-2026 17:12,Panaji,Paid
LOT260103001917,Mobile,5.98 kg,"₹1,896.60","₹1,820.13",GreenMine Jaipur Recovery Centre 4194,Handover Confirmed,03-01-2026 17:18,Jaipur,Paid
LOT260103004327,CRT,19.71 kg,₹171.59,₹181.79,Circular Nagpur Resource Recovery 2586,Cancelled,03-01-2026 17:26,Nagpur,Not Applicable
LOT260103005165,Glass,27.24 kg,₹228.74,₹215.60,GreenLoop Thiruvananthapuram E-Waste Solutions 4222,Completed,03-01-2026 17:47,Thiruvananthapuram,Paid
LOT260103003724,Washing Machine,15.95 kg,₹342.91,₹345.69,CleanEarth Mumbai Recovery Centre 1164,Completed,03-01-2026 17:49,Mumbai,Paid
LOT260103008043,Television,38.5 kg,"₹1,279.73","₹1,272.30",GreenBridge Lucknow Collection & Recycling 4120,Handover Confirmed,03-01-2026 18:24,Lucknow,Partial Payment
LOT260103009588,Mobile,2.97 kg,₹887.66,₹891.53,RenewTech Jammu Green Processing 2627,Completed,03-01-2026 19:00,Jammu,Paid
LOT260103003420,Magnet Assembly,1.69 kg,₹220.78,₹197.36,E-Waste Pune Circular Solutions 2765,Completed,03-01-2026 19:19,Pune,Paid
LOT260103010448,Mobile,2.67 kg,₹623.13,₹621.73,WasteWise Hisar Materials Recycling 3898,Cancelled,03-01-2026 19:38,Hisar,Not Applicable
LOT260103018298,Mixed Metal,55.23 kg,"₹3,062.06","₹2,912.72",GreenMine Nagpur Recovery Centre 1874,Completed,03-01-2026 20:08,Nagpur,Paid
LOT260103004599,Printer,29.14 kg,₹654.27,₹686.12,EcoLink Meerut Collection & Recycling 0590,Completed,03-01-2026 20:29,Meerut,Paid
LOT260103011247,Microwave,27.96 kg,₹539.25,₹551.66,E-Waste Bokaro Circular Solutions 3105,Pending Pickup,03-01-2026 21:52,Bokaro,Pending
LOT260103008457,Television,21.5 kg,₹362.07,₹353.36,Circular Nagpur Resource Recovery 0806,Handover Confirmed,03-01-2026 21:58,Nagpur,Paid
LOT260103019769,Washing Machine,39.08 kg,"₹1,116.19","₹1,082.34",EcoRecover Imphal Green Processing 4677,Completed,03-01-2026 22:05,Imphal,Paid
LOT260103001576,Printer,4.17 kg,₹56.44,₹56.55,GreenBridge Aizawl Collection & Recycling 2720,Completed,03-01-2026 22:24,Aizawl,Paid
LOT260103008331,Keyboard,6.64 kg,₹126.09,₹119.94,EcoLink Tirupati Collection & Recycling 0350,Handover Confirmed,03-01-2026 22:31,Tirupati,Paid
LOT260103016238,LCD Panel,17.96 kg,₹542.75,₹573.54,GreenLoop Nellore E-Waste Solutions 0262,Completed,03-01-2026 22:45,Nellore,Paid
LOT260103011248,Magnet Assembly,5.57 kg,₹569.83,₹538.60,EcoCycle Tirupati Recycling Services 0261,Handover Confirmed,03-01-2026 22:46,Tirupati,Paid
LOT260103013784,Mixed Metal,5.75 kg,₹344.70,₹332.47,RecoverX Coimbatore Circular Solutions 3315,Completed,03-01-2026 22:51,Coimbatore,Paid
LOT260103000526,Mixed Metal,48.21 kg,"₹1,621.22","₹1,708.81",CleanEarth Jalandhar Recovery Centre 3544,Cancelled,03-01-2026 23:06,Jalandhar,Not Applicable
LOT260103008321,CRT,26.26 kg,₹301.63,₹309.22,RenewTech Bilaspur Green Processing 4187,Completed,03-01-2026 23:16,Bilaspur,Partial Payment
LOT260103005701,Keyboard,6.03 kg,₹231.51,₹224.68,GreenMine Panaji Recovery Centre 4414,Pending Pickup,03-01-2026 23:20,Panaji,Pending
LOT260103019928,Television,21.91 kg,₹459.90,₹470.75,GreenBridge Dehradun Collection & Recycling 2180,Cancelled,03-01-2026 23:31,Dehradun,Not Applicable
LOT260103014068,LCD Panel,18.63 kg,₹721.69,₹832.18,E-Waste Hubballi Circular Solutions 0945,Completed,03-01-2026 23:36,Hubballi,Paid
LOT260104004047,Magnet Assembly,4.19 kg,₹283.91,₹301.65,CleanEarth Gorakhpur Recovery Centre 4064,Pending Pickup,04-01-2026 00:30,Gorakhpur,Pending
LOT260104016689,Mixed Plastic,2.21 kg,₹48.66,₹46.85,ScrapSmart Vadodara Resource Recovery 2596,Completed,04-01-2026 00:30,Vadodara,Paid
LOT260104001218,Magnet Assembly,0.87 kg,₹123.45,₹133.85,E-Waste Aurangabad Circular Solutions 4425,Completed,04-01-2026 00:36,Aurangabad,Pending
LOT260104019808,Motor,19.68 kg,"₹1,134.67","₹1,006.63",EcoCycle Bengaluru Recycling Services 4021,Handover Confirmed,04-01-2026 01:23,Bengaluru,Paid
LOT260104003854,Microwave,24.47 kg,₹581.80,₹497.36,ScrapSmart Dehradun Resource Recovery 2536,Completed,04-01-2026 01:43,Dehradun,Paid
LOT260104011012,Mixed Plastic,63.74 kg,"₹1,593.18","₹1,595.23",RenewTech Nashik Green Processing 4547,Completed,04-01-2026 02:12,Nashik,Pending
LOT260104003688,Printer,32.92 kg,₹587.57,₹648.55,CircularGrid Gangtok Sustainable Recycling 3879,Quoted,04-01-2026 03:03,Gangtok,Pending
LOT260104000672,Keyboard,9.78 kg,₹359.86,₹382.38,EnviroCycle Aizawl E-Waste Solutions 3432,Handover Confirmed,04-01-2026 03:39,Aizawl,Paid
LOT260104008621,Mixed Metal,3.42 kg,₹178.25,₹190.37,Circular Jodhpur Resource Recovery 4866,Completed,04-01-2026 03:46,Jodhpur,Paid
LOT260104015107,Microwave,16.44 kg,₹418.48,₹427.74,EarthLoop Bilaspur Recycler Hub 1873,Completed,04-01-2026 04:00,Bilaspur,Paid
LOT260104012790,Television,23.44 kg,₹620.79,₹668.67,EcoRecover Visakhapatnam Green Processing 1177,Quoted,04-01-2026 04:09,Visakhapatnam,Pending
LOT260104012114,Mobile,5.96 kg,"₹1,796.13","₹1,695.84",E-Waste Mumbai Circular Solutions 3745,Completed,04-01-2026 04:09,Mumbai,Paid
LOT260104013235,Printer,8.73 kg,₹135.68,₹139.97,GreenMine Hubballi Recovery Centre 1034,Completed,04-01-2026 04:17,Hubballi,Paid
LOT260104009011,Mobile,9.48 kg,"₹1,675.40","₹1,729.85",EcoCycle Gaya Recycling Services 2701,Completed,04-01-2026 04:28,Gaya,Paid
LOT260104006330,CRT,12.39 kg,₹63.35,₹63.16,GreenBridge Haridwar Collection & Recycling 1500,Cancelled,04-01-2026 04:33,Haridwar,Not Applicable
LOT260104016942,Mixed Plastic,5.84 kg,₹56.51,₹57.18,GreenLoop Vadodara E-Waste Solutions 2062,Pending Pickup,04-01-2026 04:40,Vadodara,Pending
LOT260104007754,Mixed Plastic,47.53 kg,₹465.89,₹453.74,Circular Noida Resource Recovery 3926,Completed,04-01-2026 04:42,Noida,Paid
LOT260104016815,Washing Machine,34.66 kg,"₹1,136.35","₹1,263.11",CleanEarth Delhi Recovery Centre 1344,Handover Confirmed,04-01-2026 04:56,Delhi,Paid
LOT260104001840,Washing Machine,67.05 kg,"₹1,227.10","₹1,175.50",EarthLoop Gurugram Recycler Hub 2473,Quoted,04-01-2026 05:12,Gurugram,Pending
LOT260104008513,Mouse,2.74 kg,₹95.30,₹100.64,EnviroCycle Ahmedabad E-Waste Solutions 0992,Quoted,04-01-2026 05:35,Ahmedabad,Pending
LOT260104002297,Battery,2.86 kg,₹357.70,₹352.80,GreenLoop Jodhpur E-Waste Solutions 1662,Quoted,04-01-2026 05:42,Jodhpur,Pending
LOT260104017843,Mixed Metal,89.04 kg,"₹2,711.21","₹3,011.56",EcoCycle Delhi Recycling Services 0721,Handover Confirmed,04-01-2026 06:09,Delhi,Paid
LOT260104008258,PCB,8.49 kg,"₹4,055.33","₹4,101.31",GreenLoop Gurugram E-Waste Solutions 4342,Pending Pickup,04-01-2026 06:41,Gurugram,Pending
LOT260104012485,Motor,27.5 kg,"₹2,503.97","₹2,480.18",EcoLink Sambalpur Collection & Recycling 3730,Completed,04-01-2026 06:53,Sambalpur,Paid
LOT260104005258,Battery,22.44 kg,"₹2,412.51","₹2,466.59",EarthLoop Salem Recycler Hub 2933,Cancelled,04-01-2026 06:58,Salem,Not Applicable
LOT260104010212,Mobile,0.44 kg,₹138.49,₹124.92,EarthLoop Gangtok Recycler Hub 2633,Cancelled,04-01-2026 07:13,Gangtok,Not Applicable
LOT260104012085,Mixed Metal,25.86 kg,"₹1,857.52","₹1,816.67",EarthLoop Delhi Recycler Hub 4993,Completed,04-01-2026 07:42,Delhi,Partial Payment
LOT260104011548,Mobile,4.23 kg,"₹1,310.33","₹1,251.70",EcoRecover Cuttack Green Processing 3417,Cancelled,04-01-2026 08:05,Cuttack,Not Applicable
LOT260104017125,Washing Machine,38.74 kg,₹512.55,₹487.78,UrbanRecycle Kochi Sustainable Recycling 1729,Quoted,04-01-2026 08:06,Kochi,Pending
LOT260104003179,Mobile,8.49 kg,"₹2,170.92","₹2,093.26",GreenLoop Mumbai E-Waste Solutions 3122,Completed,04-01-2026 09:35,Mumbai,Paid
LOT260104007510,Mobile,5.84 kg,"₹1,348.28","₹1,341.75",EcoRecover Cuttack Green Processing 3417,Pending Pickup,04-01-2026 09:44,Cuttack,Pending
LOT260104001263,Magnet Assembly,5.56 kg,₹702.20,₹723.32,EarthLoop Vadodara Recycler Hub 0193,Cancelled,04-01-2026 09:58,Vadodara,Not Applicable
LOT260104004596,Printer,6.21 kg,₹139.27,₹130.29,ScrapSmart Chandigarh Resource Recovery 1376,Pending Pickup,04-01-2026 10:17,Chandigarh,Pending
LOT260104018460,Mixed Metal,70.84 kg,"₹3,057.76","₹2,648.65",EnviroCycle Gangtok E-Waste Solutions 1832,Handover Confirmed,04-01-2026 10:51,Gangtok,Partial Payment
LOT260104017186,PCB,5.52 kg,"₹2,374.30","₹2,478.96",RenewTech Thiruvananthapuram Green Processing 4667,Completed,04-01-2026 11:12,Thiruvananthapuram,Paid
LOT260104013353,Motor,2.23 kg,₹208.03,₹207.38,GreenLoop Kolkata E-Waste Solutions 0202,Quoted,04-01-2026 11:39,Kolkata,Pending
LOT260104009901,Mixed Metal,34.05 kg,"₹2,651.50","₹2,594.97",EnviroCycle Jamshedpur E-Waste Solutions 2792,Handover Confirmed,04-01-2026 11:45,Jamshedpur,Paid
LOT260104006862,Mixed Plastic,29.45 kg,₹724.37,₹701.04,CircularGrid Tirupati Sustainable Recycling 2219,Completed,04-01-2026 12:05,Tirupati,Partial Payment
LOT260104005692,Mouse,1.47 kg,₹39.12,₹37.86,EcoLink Nagpur Collection & Recycling 0450,Quoted,04-01-2026 12:36,Nagpur,Pending
LOT260104017757,Mixed Metal,61.93 kg,"₹4,852.69","₹4,662.80",EcoLink Imphal Collection & Recycling 0850,Quoted,04-01-2026 12:47,Imphal,Pending
LOT260104005132,Microwave,24.11 kg,₹471.04,₹453.98,E-Waste Siliguri Circular Solutions 0025,Completed,04-01-2026 13:00,Siliguri,Pending
LOT260104015373,Mobile,1.8 kg,₹417.28,₹472.57,GreenMine Kanpur Recovery Centre 0294,Handover Confirmed,04-01-2026 13:00,Kanpur,Paid
LOT260104005104,Cable,32.44 kg,"₹12,776.73","₹12,355.63",EcoCycle Tiruchirappalli Recycling Services 4981,Cancelled,04-01-2026 13:22,Tiruchirappalli,Not Applicable
LOT260104017973,LCD Panel,17.36 kg,₹871.58,₹865.95,GreenMine Vijayawada Recovery Centre 4914,Handover Confirmed,04-01-2026 13:45,Vijayawada,Pending
LOT260104011116,PCB,5.99 kg,"₹2,769.95","₹2,647.73",EcoRecover Rourkela Green Processing 1237,Handover Confirmed,04-01-2026 14:14,Rourkela,Paid
LOT260104015070,Motor,4.6 kg,₹381.48,₹365.51,RenewTech Siliguri Green Processing 1627,Quoted,04-01-2026 14:14,Siliguri,Pending
LOT260104007603,Motor,24.01 kg,"₹2,489.16","₹2,733.65",GreenBridge Siliguri Collection & Recycling 4920,Quoted,04-01-2026 14:22,Siliguri,Pending
LOT260104007462,Cable,16.64 kg,"₹5,654.64","₹5,797.73",ReTech Patna Recycler Hub 3323,Completed,04-01-2026 14:36,Patna,Paid
LOT260104004146,Mixed Metal,97.71 kg,"₹4,700.86","₹4,524.93",EnviroCycle Jalandhar E-Waste Solutions 1052,Quoted,04-01-2026 14:38,Jalandhar,Pending
LOT260104004991,Motor,20.66 kg,"₹1,302.43","₹1,200.10",GreenBridge Indore Collection & Recycling 0180,Cancelled,04-01-2026 15:17,Indore,Not Applicable
LOT260104006145,Microwave,10.2 kg,₹274.79,₹297.99,CircularGrid Itanagar Sustainable Recycling 4679,Completed,04-01-2026 15:47,Itanagar,Paid
LOT260104004015,Motor,21.63 kg,"₹1,584.97","₹1,545.94",EcoLink Kozhikode Collection & Recycling 2710,Completed,04-01-2026 16:16,Kozhikode,Paid
LOT260104018843,Magnet Assembly,10.75 kg,"₹1,604.82","₹1,626.46",ScrapSmart Asansol Resource Recovery 2136,Completed,04-01-2026 17:14,Asansol,Paid
LOT260104011122,Microwave,24.3 kg,₹319.21,₹292.77,CleanEarth Srinagar Recovery Centre 2984,Completed,04-01-2026 17:15,Srinagar,Paid
LOT260104018152,Mouse,2.07 kg,₹86.38,₹88.16,ReTech Vadodara Recycler Hub 1083,Handover Confirmed,04-01-2026 17:19,Vadodara,Paid
LOT260104000032,Mouse,0.56 kg,₹25.38,₹28.75,UrbanRecycle Tiruchirappalli Sustainable Recycling 0709,Completed,04-01-2026 17:22,Tiruchirappalli,Paid
LOT260104014861,Cable,49.98 kg,"₹22,779.08","₹22,055.64",EnviroCycle Hyderabad E-Waste Solutions 2332,Completed,04-01-2026 17:49,Hyderabad,Paid
LOT260104004428,Motor,37.12 kg,"₹2,513.62","₹2,551.51",GreenMine Agra Recovery Centre 2994,Completed,04-01-2026 17:55,Agra,Paid
LOT260104013445,Microwave,11.42 kg,₹154.02,₹149.15,EcoLink Jodhpur Collection & Recycling 4510,Completed,04-01-2026 18:28,Jodhpur,Paid
LOT260104002047,Magnet Assembly,13.83 kg,"₹1,510.88","₹1,597.97",GreenBridge Guwahati Collection & Recycling 3240,Completed,04-01-2026 18:30,Guwahati,Paid
LOT260104018068,Keyboard,3.21 kg,₹86.63,₹79.76,WasteWise Patiala Materials Recycling 2478,Quoted,04-01-2026 19:03,Patiala,Pending
LOT260104014002,LCD Panel,7.54 kg,₹504.95,₹505.54,GreenCircuit Raipur Materials Recycling 2228,Completed,04-01-2026 19:11,Raipur,Paid
LOT260104016365,Mixed Plastic,32.06 kg,₹992.87,₹958.69,EnviroCycle Ranchi E-Waste Solutions 0032,Completed,04-01-2026 20:03,Ranchi,Paid
LOT260104012626,CRT,30.78 kg,₹332.97,₹341.62,GreenBridge Bengaluru Collection & Recycling 5000,Cancelled,04-01-2026 20:07,Bengaluru,Not Applicable
LOT260104016284,Glass,25.49 kg,₹111.94,₹93.63,GreenBridge Raipur Collection & Recycling 1160,Handover Confirmed,04-01-2026 20:58,Raipur,Paid
LOT260104006853,Mixed Metal,15.34 kg,₹483.02,₹455.16,WasteWise Salem Materials Recycling 1598,Quoted,04-01-2026 21:01,Salem,Pending
LOT260104016595,Washing Machine,52.71 kg,"₹1,695.78","₹1,768.98",RecyclePro Vellore Recycling Services 3291,Pending Pickup,04-01-2026 21:01,Vellore,Pending
LOT260104006110,Cable,41.46 kg,"₹19,191.26","₹19,439.68",WasteWise Ranchi Materials Recycling 4838,Completed,04-01-2026 21:22,Ranchi,Paid
LOT260104001777,Glass,1.46 kg,₹14.66,₹16.33,WasteWise Rajkot Materials Recycling 1758,Completed,04-01-2026 21:29,Rajkot,Paid
LOT260104019958,Motor,3.99 kg,₹237.19,₹232.09,RecyclePro Gurugram Recycling Services 0871,Completed,04-01-2026 22:01,Gurugram,Paid
LOT260104007768,Printer,18.18 kg,₹417.18,₹414.19,GreenLoop Ludhiana E-Waste Solutions 0042,Cancelled,04-01-2026 22:12,Ludhiana,Not Applicable
LOT260104009128,Magnet Assembly,2.38 kg,₹225.79,₹228.32,UrbanRecycle Bhubaneswar Sustainable Recycling 3149,Completed,04-01-2026 22:41,Bhubaneswar,Paid
LOT260104019766,Glass,27.13 kg,₹50.90,₹48.55,CleanEarth Noida Recovery Centre 4104,Handover Confirmed,04-01-2026 22:52,Noida,Paid
LOT260104004609,Glass,42.51 kg,₹266.94,₹247.77,RecoverX Bokaro Circular Solutions 0435,Handover Confirmed,04-01-2026 22:59,Bokaro,Paid
LOT260104007390,CRT,8.0 kg,₹106.80,₹106.38,EarthLoop Bilaspur Recycler Hub 0093,Quoted,04-01-2026 23:20,Bilaspur,Pending
LOT260104003536,Keyboard,0.68 kg,₹23.13,₹25.33,UrbanRecycle Bathinda Sustainable Recycling 1409,Completed,04-01-2026 23:49,Bathinda,Paid
LOT260105014929,Mouse,0.78 kg,₹16.24,₹14.07,GreenMine Dehradun Recovery Centre 4494,Completed,05-01-2026 00:09,Dehradun,Paid
LOT260105000682,Battery,29.42 kg,"₹2,559.87","₹2,696.17",GreenCircuit Gorakhpur Materials Recycling 3708,Completed,05-01-2026 00:17,Gorakhpur,Paid
LOT260105004331,Glass,23.07 kg,₹140.29,₹133.44,Circular Itanagar Resource Recovery 4946,Pending Pickup,05-01-2026 00:19,Itanagar,Pending
LOT260105015389,LCD Panel,11.33 kg,₹574.92,₹610.14,E-Waste Aizawl Circular Solutions 3165,Completed,05-01-2026 00:55,Aizawl,Paid
LOT260105003331,CRT,15.68 kg,₹150.78,₹148.86,EcoLink Prayagraj Collection & Recycling 0830,Pending Pickup,05-01-2026 00:55,Prayagraj,Pending
LOT260105013286,Microwave,21.18 kg,₹419.40,₹389.72,EnviroCycle Faridabad E-Waste Solutions 2472,Completed,05-01-2026 01:02,Faridabad,Paid
LOT260105010456,Mixed Plastic,41.93 kg,₹682.21,₹657.38,E-Waste Mumbai Circular Solutions 1965,Handover Confirmed,05-01-2026 01:38,Mumbai,Paid
LOT260105014432,Washing Machine,35.51 kg,"₹1,137.54","₹1,121.20",UrbanRecycle Gaya Sustainable Recycling 1989,Completed,05-01-2026 01:57,Gaya,Paid
LOT260105000053,Keyboard,8.0 kg,₹246.28,₹243.91,RecoverX Tiruchirappalli Circular Solutions 3735,Cancelled,05-01-2026 02:56,Tiruchirappalli,Not Applicable
LOT260105016939,Keyboard,5.0 kg,₹126.58,₹132.34,EnviroCycle Mumbai E-Waste Solutions 0452,Pending Pickup,05-01-2026 03:00,Mumbai,Pending
LOT260105002711,LCD Panel,17.53 kg,"₹1,239.64","₹1,212.79",RecoverX Agra Circular Solutions 0235,Completed,05-01-2026 03:05,Agra,Paid
LOT260105018841,Cable,27.98 kg,"₹11,162.96","₹10,775.69",WasteWise Delhi Materials Recycling 1878,Quoted,05-01-2026 03:19,Delhi,Pending
LOT260105013305,LCD Panel,1.48 kg,₹55.46,₹52.99,RecyclePro Asansol Recycling Services 1691,Quoted,05-01-2026 03:45,Asansol,Pending
LOT260105006722,Magnet Assembly,19.0 kg,"₹2,783.26","₹2,892.78",WasteWise Varanasi Materials Recycling 0918,Completed,05-01-2026 03:45,Varanasi,Partial Payment
LOT260105009116,LCD Panel,5.26 kg,₹275.46,₹255.38,E-Waste Raipur Circular Solutions 3385,Completed,05-01-2026 04:13,Raipur,Paid
