Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC00082,GreenLoop Warangal E-Waste Solutions 0082,Warangal,"Washing Machine, Keyboard, Television, Cable, Printer, Mixed Plastic, PCB, Microwave",Authorized,+91 9459248143,Washing Machine: ₹30/kg | Keyboard: ₹20/kg | Television: ₹27/kg | Cable: ₹363/kg | Printer: ₹26/kg | Mixed Plastic: ₹9/kg | PCB: ₹471/kg | Microwave: ₹26/kg,Yes,"Warangal, Hyderabad"
REC00083,ReTech Tirupati Recycler Hub 0083,Tirupati,"LCD Panel, Keyboard, Television, PCB, Washing Machine, Microwave",Authorized,+91 9264487017,LCD Panel: ₹56/kg | Keyboard: ₹20/kg | Television: ₹38/kg | PCB: ₹517/kg | Washing Machine: ₹17/kg | Microwave: ₹10/kg,Yes,"Tirupati, Chittoor"
REC00084,CleanEarth Nellore Recovery Centre 0084,Nellore,"Magnet Assembly, LCD Panel, Mobile, Glass",Authorized,+91 9754647294,Magnet Assembly: ₹111/kg | LCD Panel: ₹74/kg | Mobile: ₹154/kg | Glass: ₹5/kg,Yes,"Nellore, Ongole, Tirupati"
REC00085,E-Waste Salem Circular Solutions 0085,Salem,"Printer, Mouse, Washing Machine, Mixed Plastic, CRT, LCD Panel, Cable, Battery",Authorized,+91 9326181969,Printer: ₹19/kg | Mouse: ₹64/kg | Washing Machine: ₹10/kg | Mixed Plastic: ₹33/kg | CRT: ₹18/kg | LCD Panel: ₹45/kg | Cable: ₹372/kg | Battery: ₹150/kg,No,"Salem, Namakkal, Erode"
REC00086,Circular Tiruchirappalli Resource Recovery 0086,Tiruchirappalli,"Magnet Assembly, Mixed Metal, PCB, Keyboard, Microwave",Authorized,+91 9140495848,Magnet Assembly: ₹78/kg | Mixed Metal: ₹32/kg | PCB: ₹450/kg | Keyboard: ₹40/kg | Microwave: ₹11/kg,Yes,"Tiruchirappalli, Thanjavur"
REC00087,RenewTech Vellore Green Processing 0087,Vellore,"Mobile, Keyboard, Microwave, Mixed Metal",Authorization Verification Pending,+91 9124947210,Mobile: ₹254/kg | Keyboard: ₹22/kg | Microwave: ₹26/kg | Mixed Metal: ₹47/kg,No,"Vellore, Ranipet"
REC00088,GreenCircuit Durgapur Materials Recycling 0088,Durgapur,"Microwave, Mixed Metal, Glass, Television, Mouse, Washing Machine",Authorization Verification Pending,+91 9106240425,Microwave: ₹17/kg | Mixed Metal: ₹72/kg | Glass: ₹10/kg | Television: ₹29/kg | Mouse: ₹40/kg | Washing Machine: ₹28/kg,Yes,Durgapur
REC00089,UrbanRecycle Asansol Sustainable Recycling 0089,Asansol,"Television, Mixed Plastic, LCD Panel, Battery, Printer, Mobile, CRT",Authorization Verification Pending,+91 9114151267,Television: ₹10/kg | Mixed Plastic: ₹27/kg | LCD Panel: ₹29/kg | Battery: ₹104/kg | Printer: ₹27/kg | Mobile: ₹222/kg | CRT: ₹17/kg,Yes,"Asansol, Bankura"
REC00090,EcoLink Bhopal Collection & Recycling 0090,Bhopal,"PCB, CRT, Motor, Magnet Assembly, Printer, Mobile",Authorized,+91 9328515029,PCB: ₹534/kg | CRT: ₹6/kg | Motor: ₹79/kg | Magnet Assembly: ₹136/kg | Printer: ₹26/kg | Mobile: ₹292/kg,Yes,"Bhopal, Vidisha, Sehore"
REC00091,RecyclePro Indore Recycling Services 0091,Indore,"Television, Motor, Mouse, Mixed Metal, Washing Machine",Authorized,+91 9430717441,Television: ₹18/kg | Motor: ₹57/kg | Mouse: ₹63/kg | Mixed Metal: ₹32/kg | Washing Machine: ₹23/kg,Yes,"Indore, Ujjain, Dewas"
REC00092,EnviroCycle Raipur E-Waste Solutions 0092,Raipur,"Mouse, Battery, Mixed Metal, Printer",Authorized,+91 9251179343,Mouse: ₹49/kg | Battery: ₹83/kg | Mixed Metal: ₹46/kg | Printer: ₹21/kg,Yes,"Raipur, Bhilai, Durg"
REC00093,EarthLoop Bilaspur Recycler Hub 0093,Bilaspur,"Mobile, CRT, Magnet Assembly, PCB, LCD Panel, Mixed Metal, Cable, Washing Machine",Authorized,+91 9396048025,Mobile: ₹256/kg | CRT: ₹10/kg | Magnet Assembly: ₹85/kg | PCB: ₹387/kg | LCD Panel: ₹27/kg | Mixed Metal: ₹67/kg | Cable: ₹381/kg | Washing Machine: ₹20/kg,Yes,Bilaspur
REC00094,GreenMine Nagpur Recovery Centre 0094,Nagpur,"Mouse, Mobile, Motor, Keyboard, LCD Panel, PCB, Printer",Authorized,+91 9806105055,Mouse: ₹58/kg | Mobile: ₹348/kg | Motor: ₹75/kg | Keyboard: ₹39/kg | LCD Panel: ₹53/kg | PCB: ₹533/kg | Printer: ₹21/kg,No,"Nagpur, Amravati"
REC00095,RecoverX Pune Circular Solutions 0095,Pune,"Television, LCD Panel, Microwave, Mixed Plastic, Keyboard, Motor, Battery",Authorized,+91 9140908924,Television: ₹14/kg | LCD Panel: ₹69/kg | Microwave: ₹10/kg | Mixed Plastic: ₹10/kg | Keyboard: ₹36/kg | Motor: ₹82/kg | Battery: ₹164/kg,Yes,"Pune, Satara"
REC00096,ScrapSmart Mumbai Resource Recovery 0096,Mumbai,"Keyboard, Cable, Mixed Metal, Washing Machine, Mixed Plastic, Microwave, CRT",Authorized,+91 9372909401,Keyboard: ₹39/kg | Cable: ₹343/kg | Mixed Metal: ₹39/kg | Washing Machine: ₹27/kg | Mixed Plastic: ₹19/kg | Microwave: ₹27/kg | CRT: ₹14/kg,Yes,"Mumbai, Thane, Navi Mumbai"
REC00097,EcoRecover Nashik Green Processing 0097,Nashik,"Printer, CRT, LCD Panel",Authorized,+91 9838913397,Printer: ₹19/kg | CRT: ₹11/kg | LCD Panel: ₹29/kg,Yes,"Nashik, Ahmednagar, Malegaon"
REC00098,WasteWise Delhi Materials Recycling 0098,Delhi,"Keyboard, Television, Microwave, CRT",Authorized,+91 9184194616,Keyboard: ₹26/kg | Television: ₹23/kg | Microwave: ₹19/kg | CRT: ₹8/kg,Yes,"Delhi, Faridabad"
REC00099,CircularGrid Noida Sustainable Recycling 0099,Noida,"Keyboard, Magnet Assembly, PCB, Mixed Plastic, LCD Panel, Glass, Television, Cable",Authorized,+91 9386672196,Keyboard: ₹40/kg | Magnet Assembly: ₹116/kg | PCB: ₹390/kg | Mixed Plastic: ₹16/kg | LCD Panel: ₹48/kg | Glass: ₹3/kg | Television: ₹21/kg | Cable: ₹385/kg,Yes,"Noida, Greater Noida, Ghaziabad"
REC00100,GreenBridge Jaipur Collection & Recycling 0100,Jaipur,"Mixed Metal, Television, Motor, PCB",Authorized,+91 9508522459,Mixed Metal: ₹72/kg | Television: ₹28/kg | Motor: ₹70/kg | PCB: ₹387/kg,Yes,"Jaipur, Ajmer, Tonk"
REC00101,EcoCycle Kota Recycling Services 0101,Kota,"Magnet Assembly, Keyboard, Washing Machine, CRT, Battery, Television",Authorized,+91 9770823940,Magnet Assembly: ₹114/kg | Keyboard: ₹23/kg | Washing Machine: ₹22/kg | CRT: ₹17/kg | Battery: ₹94/kg | Television: ₹20/kg,Yes,"Kota, Bundi"
REC00102,GreenLoop Ahmedabad E-Waste Solutions 0102,Ahmedabad,"Motor, Battery, Mixed Metal, LCD Panel, Television, Mouse, Printer, Microwave",Authorized,+91 9839176088,Motor: ₹70/kg | Battery: ₹118/kg | Mixed Metal: ₹37/kg | LCD Panel: ₹55/kg | Television: ₹37/kg | Mouse: ₹39/kg | Printer: ₹17/kg | Microwave: ₹16/kg,Yes,"Ahmedabad, Gandhinagar, Vadodara"
REC00103,ReTech Surat Recycler Hub 0103,Surat,"CRT, Glass, Television, Keyboard, LCD Panel, Motor, PCB",Authorization Verification Pending,+91 9355239909,CRT: ₹11/kg | Glass: ₹8/kg | Television: ₹10/kg | Keyboard: ₹19/kg | LCD Panel: ₹34/kg | Motor: ₹71/kg | PCB: ₹434/kg,Yes,"Surat, Navsari, Bharuch"
REC00104,CleanEarth Vadodara Recovery Centre 0104,Vadodara,"Washing Machine, Mixed Plastic, Mixed Metal, Magnet Assembly, Mobile",Authorization Verification Pending,+91 9115389094,Washing Machine: ₹26/kg | Mixed Plastic: ₹27/kg | Mixed Metal: ₹67/kg | Magnet Assembly: ₹77/kg | Mobile: ₹320/kg,Yes,"Vadodara, Bharuch, Anand"
REC00105,E-Waste Bengaluru Circular Solutions 0105,Bengaluru,"Keyboard, Mixed Plastic, Washing Machine, LCD Panel, Cable, Mouse, Magnet Assembly",Authorized,+91 9509232705,Keyboard: ₹45/kg | Mixed Plastic: ₹15/kg | Washing Machine: ₹20/kg | LCD Panel: ₹47/kg | Cable: ₹450/kg | Mouse: ₹60/kg | Magnet Assembly: ₹124/kg,Yes,"Bengaluru, Tumakuru, Mysuru"
REC00106,Circular Mysuru Resource Recovery 0106,Mysuru,"LCD Panel, CRT, Mobile, Washing Machine, Microwave",Authorized,+91 9808674527,LCD Panel: ₹41/kg | CRT: ₹19/kg | Mobile: ₹219/kg | Washing Machine: ₹35/kg | Microwave: ₹20/kg,Yes,"Mysuru, Hassan"
REC00107,RenewTech Hyderabad Green Processing 0107,Hyderabad,"Motor, Keyboard, Battery",Authorized,+91 9593047903,Motor: ₹99/kg | Keyboard: ₹44/kg | Battery: ₹152/kg,Yes,Hyderabad
REC00108,GreenCircuit Vijayawada Materials Recycling 0108,Vijayawada,"Mouse, Keyboard, Microwave, Printer, LCD Panel, Cable, Mixed Plastic",Authorized,+91 9924110614,Mouse: ₹27/kg | Keyboard: ₹16/kg | Microwave: ₹20/kg | Printer: ₹27/kg | LCD Panel: ₹66/kg | Cable: ₹333/kg | Mixed Plastic: ₹23/kg,Yes,"Vijayawada, Tenali, Guntur"
REC00109,UrbanRecycle Visakhapatnam Sustainable Recycling 0109,Visakhapatnam,"Magnet Assembly, Microwave, CRT, Television, LCD Panel, Motor, Printer",Authorized,+91 9656637074,Magnet Assembly: ₹88/kg | Microwave: ₹18/kg | CRT: ₹7/kg | Television: ₹26/kg | LCD Panel: ₹46/kg | Motor: ₹58/kg | Printer: ₹20/kg,Yes,"Visakhapatnam, Vizianagaram, Srikakulam"
REC00110,EcoLink Chennai Collection & Recycling 0110,Chennai,"Mixed Plastic, Motor, Microwave, Mixed Metal, Printer",Authorization Renewal Pending,+91 9622063600,Mixed Plastic: ₹18/kg | Motor: ₹50/kg | Microwave: ₹23/kg | Mixed Metal: ₹66/kg | Printer: ₹12/kg,Yes,"Chennai, Kanchipuram, Tambaram"
REC00111,RecyclePro Coimbatore Recycling Services 0111,Coimbatore,"Mouse, Motor, Battery, Glass, Cable, CRT",Authorized,+91 9503155708,Mouse: ₹20/kg | Motor: ₹67/kg | Battery: ₹72/kg | Glass: ₹7/kg | Cable: ₹424/kg | CRT: ₹20/kg,Yes,"Coimbatore, Erode, Tiruppur"
REC00112,EnviroCycle Madurai E-Waste Solutions 0112,Madurai,"Mobile, Battery, Motor, Microwave, Magnet Assembly, Mouse, PCB, Keyboard",Authorization Verification Pending,+91 9956169207,Mobile: ₹268/kg | Battery: ₹190/kg | Motor: ₹71/kg | Microwave: ₹19/kg | Magnet Assembly: ₹70/kg | Mouse: ₹34/kg | PCB: ₹392/kg | Keyboard: ₹26/kg,No,"Madurai, Sivaganga"
REC00113,EarthLoop Kolkata Recycler Hub 0113,Kolkata,"Printer, Cable, Keyboard, Battery",Authorized,+91 9528346996,Printer: ₹26/kg | Cable: ₹364/kg | Keyboard: ₹39/kg | Battery: ₹142/kg,Yes,"Kolkata, Hooghly, Howrah"
REC00114,GreenMine Siliguri Recovery Centre 0114,Siliguri,"Mixed Metal, Motor, Glass",Authorized,+91 9742977122,Mixed Metal: ₹72/kg | Motor: ₹110/kg | Glass: ₹4/kg,Yes,"Siliguri, Darjeeling"
REC00115,RecoverX Lucknow Circular Solutions 0115,Lucknow,"Microwave, Mixed Metal, Cable",Authorized,+91 9948934715,Microwave: ₹11/kg | Mixed Metal: ₹50/kg | Cable: ₹420/kg,Yes,"Lucknow, Kanpur"
REC00116,ScrapSmart Kanpur Resource Recovery 0116,Kanpur,"Washing Machine, Mixed Metal, Cable, Television, Printer",Authorized,+91 9786127425,Washing Machine: ₹21/kg | Mixed Metal: ₹66/kg | Cable: ₹466/kg | Television: ₹40/kg | Printer: ₹17/kg,Yes,"Kanpur, Unnao"
REC00117,EcoRecover Varanasi Green Processing 0117,Varanasi,"Mixed Plastic, Microwave, Battery, Television, LCD Panel, Mixed Metal",Authorized,+91 9442682487,Mixed Plastic: ₹16/kg | Microwave: ₹28/kg | Battery: ₹176/kg | Television: ₹13/kg | LCD Panel: ₹38/kg | Mixed Metal: ₹64/kg,Yes,"Varanasi, Prayagraj"
REC00118,WasteWise Prayagraj Materials Recycling 0118,Prayagraj,"Printer, Mouse, Mixed Metal, CRT, Glass, Mobile",Authorized,+91 9199081803,Printer: ₹9/kg | Mouse: ₹56/kg | Mixed Metal: ₹76/kg | CRT: ₹8/kg | Glass: ₹1/kg | Mobile: ₹241/kg,Yes,"Prayagraj, Mirzapur"
REC00119,CircularGrid Patna Sustainable Recycling 0119,Patna,"Mobile, Magnet Assembly, Mixed Plastic, Microwave, CRT",Authorized,+91 9124200440,Mobile: ₹317/kg | Magnet Assembly: ₹144/kg | Mixed Plastic: ₹31/kg | Microwave: ₹19/kg | CRT: ₹19/kg,Yes,"Patna, Hajipur, Nalanda"
REC00120,GreenBridge Gaya Collection & Recycling 0120,Gaya,"PCB, Keyboard, Cable",Authorized,+91 9701381093,PCB: ₹484/kg | Keyboard: ₹44/kg | Cable: ₹350/kg,Yes,"Gaya, Jehanabad"
REC00121,EcoCycle Ranchi Recycling Services 0121,Ranchi,"Glass, Cable, Printer",Authorized,+91 9702111346,Glass: ₹1/kg | Cable: ₹395/kg | Printer: ₹26/kg,No,Ranchi
REC00122,GreenLoop Jamshedpur E-Waste Solutions 0122,Jamshedpur,"Microwave, Mobile, Motor, Mixed Plastic, Printer",Authorized,+91 9683054320,Microwave: ₹17/kg | Mobile: ₹162/kg | Motor: ₹70/kg | Mixed Plastic: ₹30/kg | Printer: ₹20/kg,Yes,"Jamshedpur, Chaibasa, Adityapur"
REC00123,ReTech Bhubaneswar Recycler Hub 0123,Bhubaneswar,"Cable, Keyboard, Mobile, Mixed Metal, Printer",Authorized,+91 9550300529,Cable: ₹441/kg | Keyboard: ₹37/kg | Mobile: ₹312/kg | Mixed Metal: ₹46/kg | Printer: ₹25/kg,No,"Bhubaneswar, Puri"
REC00124,CleanEarth Cuttack Recovery Centre 0124,Cuttack,"Mouse, Battery, LCD Panel, Keyboard, PCB",Authorization Verification Pending,+91 9204221125,Mouse: ₹54/kg | Battery: ₹89/kg | LCD Panel: ₹55/kg | Keyboard: ₹45/kg | PCB: ₹500/kg,Yes,"Cuttack, Bhubaneswar, Jajpur"
REC00125,E-Waste Guwahati Circular Solutions 0125,Guwahati,"Mixed Plastic, Printer, Mixed Metal, Cable, Keyboard",Authorized,+91 9130275300,Mixed Plastic: ₹34/kg | Printer: ₹19/kg | Mixed Metal: ₹57/kg | Cable: ₹439/kg | Keyboard: ₹38/kg,No,"Guwahati, Nalbari"
REC00126,Circular Shillong Resource Recovery 0126,Shillong,"LCD Panel, Motor, Mixed Plastic, Keyboard, Cable, Mouse",Authorized,+91 9216541971,LCD Panel: ₹52/kg | Motor: ₹99/kg | Mixed Plastic: ₹34/kg | Keyboard: ₹28/kg | Cable: ₹353/kg | Mouse: ₹44/kg,No,"Shillong, Jowai"
REC00127,RenewTech Kochi Green Processing 0127,Kochi,"Battery, Keyboard, Television, Magnet Assembly, Glass",Authorized,+91 9718346935,Battery: ₹112/kg | Keyboard: ₹37/kg | Television: ₹12/kg | Magnet Assembly: ₹129/kg | Glass: ₹12/kg,No,"Kochi, Aluva"
REC00128,GreenCircuit Thiruvananthapuram Materials Recycling 0128,Thiruvananthapuram,"Magnet Assembly, Mobile, Glass, Microwave, Mixed Plastic, Mouse, Keyboard, Washing Machine",Authorized,+91 9502476875,Magnet Assembly: ₹146/kg | Mobile: ₹208/kg | Glass: ₹11/kg | Microwave: ₹8/kg | Mixed Plastic: ₹9/kg | Mouse: ₹41/kg | Keyboard: ₹30/kg | Washing Machine: ₹15/kg,Yes,"Thiruvananthapuram, Kollam, Neyyattinkara"
REC00129,UrbanRecycle Kozhikode Sustainable Recycling 0129,Kozhikode,"Washing Machine, Mobile, Printer",Authorized,+91 9111953455,Washing Machine: ₹25/kg | Mobile: ₹320/kg | Printer: ₹26/kg,No,"Kozhikode, Kannur, Malappuram"
REC00130,EcoLink Chandigarh Collection & Recycling 0130,Chandigarh,"CRT, Motor, Battery, PCB, Mixed Plastic, Microwave, Magnet Assembly",Authorized,+91 9706033692,CRT: ₹8/kg | Motor: ₹49/kg | Battery: ₹185/kg | PCB: ₹511/kg | Mixed Plastic: ₹29/kg | Microwave: ₹12/kg | Magnet Assembly: ₹68/kg,Yes,"Chandigarh, Panchkula, Mohali"
REC00131,RecyclePro Ludhiana Recycling Services 0131,Ludhiana,"Mouse, Mixed Metal, Motor",Authorized,+91 9328618780,Mouse: ₹52/kg | Mixed Metal: ₹41/kg | Motor: ₹67/kg,Yes,"Ludhiana, Jalandhar"
REC00132,EnviroCycle Amritsar E-Waste Solutions 0132,Amritsar,"Cable, Battery, Keyboard, Glass",Authorized,+91 9507870567,Cable: ₹369/kg | Battery: ₹140/kg | Keyboard: ₹22/kg | Glass: ₹10/kg,No,"Amritsar, Batala"
REC00133,EarthLoop Dehradun Recycler Hub 0133,Dehradun,"Mobile, Mixed Metal, Mixed Plastic",Authorized,+91 9384135262,Mobile: ₹348/kg | Mixed Metal: ₹78/kg | Mixed Plastic: ₹24/kg,Yes,"Dehradun, Haridwar, Rishikesh"
REC00134,GreenMine Shimla Recovery Centre 0134,Shimla,"Mobile, Washing Machine, Mixed Plastic, PCB, Mixed Metal",Authorized,+91 9515535973,Mobile: ₹177/kg | Washing Machine: ₹12/kg | Mixed Plastic: ₹18/kg | PCB: ₹451/kg | Mixed Metal: ₹56/kg,Yes,"Shimla, Mandi, Solan"
REC00135,RecoverX Jammu Circular Solutions 0135,Jammu,"Cable, Television, CRT, Mixed Metal, Mixed Plastic",Authorization Verification Pending,+91 9584443234,Cable: ₹348/kg | Television: ₹39/kg | CRT: ₹18/kg | Mixed Metal: ₹52/kg | Mixed Plastic: ₹34/kg,Yes,"Jammu, Kathua, Udhampur"
REC00136,ScrapSmart Srinagar Resource Recovery 0136,Srinagar,"PCB, Mobile, Television, Battery, Glass, Washing Machine, Cable",Authorized,+91 9676101485,PCB: ₹518/kg | Mobile: ₹249/kg | Television: ₹32/kg | Battery: ₹95/kg | Glass: ₹4/kg | Washing Machine: ₹28/kg | Cable: ₹364/kg,Yes,"Srinagar, Baramulla"
REC00137,EcoRecover Agartala Green Processing 0137,Agartala,"Microwave, Television, LCD Panel, Mobile, CRT, Printer",Authorized,+91 9864902155,Microwave: ₹23/kg | Television: ₹34/kg | LCD Panel: ₹47/kg | Mobile: ₹257/kg | CRT: ₹8/kg | Printer: ₹14/kg,Yes,Agartala
REC00138,WasteWise Imphal Materials Recycling 0138,Imphal,"Mixed Metal, LCD Panel, PCB",Authorized,+91 9829967887,Mixed Metal: ₹52/kg | LCD Panel: ₹38/kg | PCB: ₹380/kg,No,"Imphal, Thoubal, Bishnupur"
REC00139,CircularGrid Aizawl Sustainable Recycling 0139,Aizawl,"LCD Panel, Keyboard, Glass, PCB, Microwave, Mixed Plastic",Authorization Verification Pending,+91 9382069734,LCD Panel: ₹25/kg | Keyboard: ₹30/kg | Glass: ₹2/kg | PCB: ₹505/kg | Microwave: ₹21/kg | Mixed Plastic: ₹15/kg,Yes,"Aizawl, Lunglei, Kolasib"
REC00140,GreenBridge Itanagar Collection & Recycling 0140,Itanagar,"Microwave, Mobile, Motor, CRT, Battery, Glass",Authorized,+91 9886563812,Microwave: ₹25/kg | Mobile: ₹341/kg | Motor: ₹100/kg | CRT: ₹13/kg | Battery: ₹136/kg | Glass: ₹11/kg,No,"Itanagar, Pasighat, Naharlagun"
REC00141,EcoCycle Gangtok Recycling Services 0141,Gangtok,"Magnet Assembly, PCB, LCD Panel",Authorized,+91 9831365122,Magnet Assembly: ₹89/kg | PCB: ₹423/kg | LCD Panel: ₹32/kg,No,"Gangtok, Pakyong, Namchi"
REC00142,GreenLoop Panaji E-Waste Solutions 0142,Panaji,"CRT, Mobile, LCD Panel, Battery, Mouse, Printer",Authorized,+91 9352893492,CRT: ₹20/kg | Mobile: ₹171/kg | LCD Panel: ₹38/kg | Battery: ₹76/kg | Mouse: ₹70/kg | Printer: ₹10/kg,Yes,Panaji
REC00143,ReTech Mangaluru Recycler Hub 0143,Mangaluru,"CRT, Microwave, Mixed Plastic, Mouse, Washing Machine, Battery, Glass",Authorized,+91 9981652364,CRT: ₹11/kg | Microwave: ₹9/kg | Mixed Plastic: ₹23/kg | Mouse: ₹70/kg | Washing Machine: ₹30/kg | Battery: ₹140/kg | Glass: ₹5/kg,No,Mangaluru
REC00144,CleanEarth Hubballi Recovery Centre 0144,Hubballi,"Mouse, Television, Motor, Magnet Assembly, Cable, Battery, Printer",Authorized,+91 9336064440,Mouse: ₹22/kg | Television: ₹17/kg | Motor: ₹106/kg | Magnet Assembly: ₹121/kg | Cable: ₹344/kg | Battery: ₹91/kg | Printer: ₹24/kg,Yes,"Hubballi, Dharwad, Belagavi"
REC00145,E-Waste Meerut Circular Solutions 0145,Meerut,"Cable, Battery, Keyboard, Mobile, Microwave, Glass, Mixed Plastic",Authorized,+91 9594639126,Cable: ₹404/kg | Battery: ₹108/kg | Keyboard: ₹41/kg | Mobile: ₹285/kg | Microwave: ₹20/kg | Glass: ₹2/kg | Mixed Plastic: ₹8/kg,Yes,"Meerut, Modinagar"
REC00146,Circular Agra Resource Recovery 0146,Agra,"Motor, Mobile, Battery",Authorized,+91 9998011045,Motor: ₹62/kg | Mobile: ₹221/kg | Battery: ₹128/kg,Yes,"Agra, Firozabad, Mathura"
REC00147,RenewTech Bareilly Green Processing 0147,Bareilly,"Cable, Glass, Mobile, Battery",Authorized,+91 9968762859,Cable: ₹354/kg | Glass: ₹5/kg | Mobile: ₹283/kg | Battery: ₹75/kg,Yes,"Bareilly, Pilibhit"
REC00148,GreenCircuit Gorakhpur Materials Recycling 0148,Gorakhpur,"Washing Machine, LCD Panel, Mouse, Keyboard",Authorized,+91 9844962062,Washing Machine: ₹34/kg | LCD Panel: ₹36/kg | Mouse: ₹59/kg | Keyboard: ₹22/kg,Yes,"Gorakhpur, Deoria"
REC00149,UrbanRecycle Jodhpur Sustainable Recycling 0149,Jodhpur,"Mixed Metal, Cable, Washing Machine, Mixed Plastic, Glass, Mouse",Authorized,+91 9241410164,Mixed Metal: ₹61/kg | Cable: ₹437/kg | Washing Machine: ₹11/kg | Mixed Plastic: ₹24/kg | Glass: ₹1/kg | Mouse: ₹58/kg,Yes,Jodhpur
REC00150,EcoLink Udaipur Collection & Recycling 0150,Udaipur,"Microwave, Mobile, Printer, Mixed Plastic, Motor, PCB",Authorized,+91 9751988320,Microwave: ₹25/kg | Mobile: ₹240/kg | Printer: ₹16/kg | Mixed Plastic: ₹18/kg | Motor: ₹102/kg | PCB: ₹492/kg,Yes,"Udaipur, Rajsamand, Chittorgarh"
REC00151,RecyclePro Gwalior Recycling Services 0151,Gwalior,"Glass, Washing Machine, Microwave, Television",Authorized,+91 9785733760,Glass: ₹10/kg | Washing Machine: ₹34/kg | Microwave: ₹9/kg | Television: ₹25/kg,Yes,Gwalior
REC00152,EnviroCycle Jabalpur E-Waste Solutions 0152,Jabalpur,"Glass, Printer, PCB, Cable, LCD Panel, Television, Mixed Metal, Washing Machine",Authorized,+91 9281918337,Glass: ₹5/kg | Printer: ₹8/kg | PCB: ₹550/kg | Cable: ₹453/kg | LCD Panel: ₹63/kg | Television: ₹31/kg | Mixed Metal: ₹83/kg | Washing Machine: ₹14/kg,Yes,"Jabalpur, Katni, Mandla"
REC00153,EarthLoop Aurangabad Recycler Hub 0153,Aurangabad,"Mixed Metal, Keyboard, Glass, CRT, Cable, Motor, Mobile, Battery",Authorized,+91 9562656395,Mixed Metal: ₹30/kg | Keyboard: ₹43/kg | Glass: ₹12/kg | CRT: ₹12/kg | Cable: ₹461/kg | Motor: ₹68/kg | Mobile: ₹203/kg | Battery: ₹141/kg,Yes,"Aurangabad, Ahmednagar, Jalna"
REC00154,GreenMine Kolhapur Recovery Centre 0154,Kolhapur,"Battery, Printer, Cable, Microwave, Mixed Metal",Authorization Verification Pending,+91 9651225959,Battery: ₹78/kg | Printer: ₹13/kg | Cable: ₹449/kg | Microwave: ₹28/kg | Mixed Metal: ₹61/kg,Yes,Kolhapur
REC00155,RecoverX Solapur Circular Solutions 0155,Solapur,"Mouse, Magnet Assembly, CRT, LCD Panel",Authorized,+91 9197937961,Mouse: ₹70/kg | Magnet Assembly: ₹90/kg | CRT: ₹6/kg | LCD Panel: ₹55/kg,Yes,"Solapur, Akkalkot, Osmanabad"
REC00156,ScrapSmart Rajkot Resource Recovery 0156,Rajkot,"Mixed Metal, Cable, Glass",Authorized,+91 9174505217,Mixed Metal: ₹35/kg | Cable: ₹346/kg | Glass: ₹3/kg,No,"Rajkot, Morbi, Jamnagar"
REC00157,EcoRecover Bhavnagar Green Processing 0157,Bhavnagar,"Keyboard, Mobile, Battery, CRT, Printer, Magnet Assembly, Glass, LCD Panel",Authorization Verification Pending,+91 9388048602,Keyboard: ₹24/kg | Mobile: ₹322/kg | Battery: ₹78/kg | CRT: ₹8/kg | Printer: ₹14/kg | Magnet Assembly: ₹68/kg | Glass: ₹11/kg | LCD Panel: ₹60/kg,Yes,"Bhavnagar, Amreli, Botad"
REC00158,WasteWise Faridabad Materials Recycling 0158,Faridabad,"Washing Machine, Glass, LCD Panel, Magnet Assembly, Mouse",Authorized,+91 9170214608,Washing Machine: ₹11/kg | Glass: ₹8/kg | LCD Panel: ₹25/kg | Magnet Assembly: ₹107/kg | Mouse: ₹49/kg,Yes,"Faridabad, Delhi"
