Category,Location,Date,Price/kg,Source
Motor,Indore,10-08-26,₹73,Recycler
Magnet Assembly,Indore,10-08-26,₹102,Recycler
Metal,Indore,10-08-26,₹52,Aggregator
Plastic,Indore,10-08-26,₹19,Recycler
Glass,Indore,10-08-26,₹5,Aggregator
PCB,Raipur,10-08-26,₹445,Recycler
Battery,Raipur,10-08-26,₹116,Recycler
Mobile,Raipur,10-08-26,₹222,Recycler
Keyboard,Raipur,10-08-26,₹28,Aggregator
Mouse,Raipur,10-08-26,₹38,Aggregator
Printer,Raipur,10-08-26,₹18,Recycler
Television,Raipur,10-08-26,₹22,Recycler
Washing Machine,Raipur,10-08-26,₹19,Recycler
Microwave,Raipur,10-08-26,₹17,Recycler
Player,Raipur,10-08-26,₹46,Recycler
Cable,Raipur,10-08-26,₹375,Recycler
LCD Panel,Raipur,10-08-26,₹44,Aggregator
Motor,Raipur,10-08-26,₹72,Recycler
Magnet Assembly,Raipur,10-08-26,₹94,Recycler
Metal,Raipur,10-08-26,₹52,Aggregator
Plastic,Raipur,10-08-26,₹19,Recycler
Glass,Raipur,10-08-26,₹5,Recycler
PCB,Nagpur,10-08-26,₹438,Recycler
Battery,Nagpur,10-08-26,₹106,Aggregator
Mobile,Nagpur,10-08-26,₹209,Recycler
Keyboard,Nagpur,10-08-26,₹27,Recycler
Mouse,Nagpur,10-08-26,₹37,Recycler
Printer,Nagpur,10-08-26,₹17,Recycler
Television,Nagpur,10-08-26,₹22,Aggregator
Washing Machine,Nagpur,10-08-26,₹21,Recycler
Microwave,Nagpur,10-08-26,₹18,Recycler
Player,Nagpur,10-08-26,₹47,Aggregator
Cable,Nagpur,10-08-26,₹403,Market Survey
LCD Panel,Nagpur,10-08-26,₹46,Recycler
Motor,Nagpur,10-08-26,₹73,Recycler
Magnet Assembly,Nagpur,10-08-26,₹92,Recycler
Metal,Nagpur,10-08-26,₹52,Recycler
Plastic,Nagpur,10-08-26,₹20,Aggregator
Glass,Nagpur,10-08-26,₹5,Recycler
PCB,Pune,10-08-26,₹449,Recycler
Battery,Pune,10-08-26,₹113,Aggregator
Mobile,Pune,10-08-26,₹217,Recycler
Keyboard,Pune,10-08-26,₹30,Recycler
Mouse,Pune,10-08-26,₹41,Aggregator
Printer,Pune,10-08-26,₹20,Aggregator
Television,Pune,10-08-26,₹26,Market Survey
Washing Machine,Pune,10-08-26,₹22,Market Survey
Microwave,Pune,10-08-26,₹18,Recycler
Player,Pune,10-08-26,₹55,Recycler
Cable,Pune,10-08-26,₹404,Aggregator
LCD Panel,Pune,10-08-26,₹46,Aggregator
Motor,Pune,10-08-26,₹79,Recycler
Magnet Assembly,Pune,10-08-26,₹101,Aggregator
Metal,Pune,10-08-26,₹53,Aggregator
Plastic,Pune,10-08-26,₹21,Aggregator
Glass,Pune,10-08-26,₹5,Aggregator
PCB,Mumbai,10-08-26,₹437,Recycler
Battery,Mumbai,10-08-26,₹127,Recycler
Mobile,Mumbai,10-08-26,₹227,Market Survey
Keyboard,Mumbai,10-08-26,₹31,Aggregator
Mouse,Mumbai,10-08-26,₹40,Recycler
Printer,Mumbai,10-08-26,₹20,Recycler
Television,Mumbai,10-08-26,₹23,Recycler
Washing Machine,Mumbai,10-08-26,₹21,Aggregator
Microwave,Mumbai,10-08-26,₹20,Recycler
Player,Mumbai,10-08-26,₹52,Recycler
Cable,Mumbai,10-08-26,₹406,Recycler
LCD Panel,Mumbai,10-08-26,₹50,Recycler
Motor,Mumbai,10-08-26,₹82,Recycler
Magnet Assembly,Mumbai,10-08-26,₹103,Market Survey
Metal,Mumbai,10-08-26,₹57,Recycler
Plastic,Mumbai,10-08-26,₹22,Recycler
Glass,Mumbai,10-08-26,₹5,Aggregator
PCB,Delhi,10-08-26,₹438,Aggregator
Battery,Delhi,10-08-26,₹119,Recycler
Mobile,Delhi,10-08-26,₹229,Recycler
Keyboard,Delhi,10-08-26,₹31,Recycler
Mouse,Delhi,10-08-26,₹40,Aggregator
Printer,Delhi,10-08-26,₹19,Recycler
Television,Delhi,10-08-26,₹25,Recycler
Washing Machine,Delhi,10-08-26,₹23,Recycler
Microwave,Delhi,10-08-26,₹19,Recycler
Player,Delhi,10-08-26,₹46,Recycler
Cable,Delhi,10-08-26,₹429,Recycler
LCD Panel,Delhi,10-08-26,₹47,Aggregator
Motor,Delhi,10-08-26,₹82,Recycler
Magnet Assembly,Delhi,10-08-26,₹102,Recycler
Metal,Delhi,10-08-26,₹58,Recycler
Plastic,Delhi,10-08-26,₹23,Recycler
Glass,Delhi,10-08-26,₹5,Recycler
PCB,Noida,10-08-26,₹439,Aggregator
Battery,Noida,10-08-26,₹122,Recycler
Mobile,Noida,10-08-26,₹218,Aggregator
Keyboard,Noida,10-08-26,₹30,Recycler
Mouse,Noida,10-08-26,₹40,Recycler
Printer,Noida,10-08-26,₹19,Recycler
Television,Noida,10-08-26,₹21,Aggregator
Washing Machine,Noida,10-08-26,₹22,Recycler
Microwave,Noida,10-08-26,₹18,Aggregator
Player,Noida,10-08-26,₹47,Recycler
Cable,Noida,10-08-26,₹400,Recycler
LCD Panel,Noida,10-08-26,₹46,Aggregator
Motor,Noida,10-08-26,₹73,Recycler
Magnet Assembly,Noida,10-08-26,₹107,Recycler
Metal,Noida,10-08-26,₹54,Recycler
Plastic,Noida,10-08-26,₹20,Recycler
Glass,Noida,10-08-26,₹5,Recycler
PCB,Jaipur,10-08-26,₹424,Recycler
Battery,Jaipur,10-08-26,₹105,Aggregator
Mobile,Jaipur,10-08-26,₹210,Recycler
Keyboard,Jaipur,10-08-26,₹29,Recycler
Mouse,Jaipur,10-08-26,₹37,Recycler
Printer,Jaipur,10-08-26,₹19,Recycler
Television,Jaipur,10-08-26,₹23,Recycler
Washing Machine,Jaipur,10-08-26,₹20,Aggregator
Microwave,Jaipur,10-08-26,₹18,Recycler
Player,Jaipur,10-08-26,₹48,Recycler
Cable,Jaipur,10-08-26,₹423,Recycler
LCD Panel,Jaipur,10-08-26,₹46,Recycler
Motor,Jaipur,10-08-26,₹77,Market Survey
Magnet Assembly,Jaipur,10-08-26,₹93,Recycler
Metal,Jaipur,10-08-26,₹54,Recycler
Plastic,Jaipur,10-08-26,₹21,Market Survey
Glass,Jaipur,10-08-26,₹5,Recycler
PCB,Ahmedabad,10-08-26,₹473,Recycler
Battery,Ahmedabad,10-08-26,₹117,Recycler
Mobile,Ahmedabad,10-08-26,₹210,Recycler
Keyboard,Ahmedabad,10-08-26,₹26,Recycler
Mouse,Ahmedabad,10-08-26,₹37,Recycler
Printer,Ahmedabad,10-08-26,₹18,Aggregator
Television,Ahmedabad,10-08-26,₹23,Recycler
Washing Machine,Ahmedabad,10-08-26,₹20,Aggregator
Microwave,Ahmedabad,10-08-26,₹17,Aggregator
Player,Ahmedabad,10-08-26,₹49,Aggregator
Cable,Ahmedabad,10-08-26,₹384,Aggregator
LCD Panel,Ahmedabad,10-08-26,₹44,Aggregator
Motor,Ahmedabad,10-08-26,₹75,Market Survey
Magnet Assembly,Ahmedabad,10-08-26,₹93,Aggregator
Metal,Ahmedabad,10-08-26,₹45,Aggregator
Plastic,Ahmedabad,10-08-26,₹20,Aggregator
Glass,Ahmedabad,10-08-26,₹5,Recycler
PCB,Bengaluru,10-08-26,₹479,Recycler
Battery,Bengaluru,10-08-26,₹115,Recycler
Mobile,Bengaluru,10-08-26,₹207,Aggregator
Keyboard,Bengaluru,10-08-26,₹30,Aggregator
Mouse,Bengaluru,10-08-26,₹40,Aggregator
Printer,Bengaluru,10-08-26,₹19,Recycler
Television,Bengaluru,10-08-26,₹25,Recycler
Washing Machine,Bengaluru,10-08-26,₹23,Recycler
Microwave,Bengaluru,10-08-26,₹18,Recycler
Player,Bengaluru,10-08-26,₹50,Recycler
Cable,Bengaluru,10-08-26,₹436,Recycler
LCD Panel,Bengaluru,10-08-26,₹49,Recycler
Motor,Bengaluru,10-08-26,₹80,Recycler
Magnet Assembly,Bengaluru,10-08-26,₹93,Recycler
Metal,Bengaluru,10-08-26,₹55,Recycler
Plastic,Bengaluru,10-08-26,₹23,Recycler
Glass,Bengaluru,10-08-26,₹5,Recycler
PCB,Hyderabad,10-08-26,₹456,Recycler
Battery,Hyderabad,10-08-26,₹112,Recycler
Mobile,Hyderabad,10-08-26,₹223,Recycler
Keyboard,Hyderabad,10-08-26,₹29,Market Survey
Mouse,Hyderabad,10-08-26,₹40,Recycler
Printer,Hyderabad,10-08-26,₹17,Aggregator
Television,Hyderabad,10-08-26,₹24,Recycler
Washing Machine,Hyderabad,10-08-26,₹20,Recycler
Microwave,Hyderabad,10-08-26,₹16,Aggregator
Player,Hyderabad,10-08-26,₹49,Aggregator
Cable,Hyderabad,10-08-26,₹444,Recycler
LCD Panel,Hyderabad,10-08-26,₹49,Recycler
Motor,Hyderabad,10-08-26,₹76,Recycler
Magnet Assembly,Hyderabad,10-08-26,₹100,Market Survey
Metal,Hyderabad,10-08-26,₹54,Recycler
Plastic,Hyderabad,10-08-26,₹22,Recycler
Glass,Hyderabad,10-08-26,₹5,Aggregator
PCB,Chennai,10-08-26,₹460,Aggregator
Battery,Chennai,10-08-26,₹117,Recycler
Mobile,Chennai,10-08-26,₹217,Recycler
Keyboard,Chennai,10-08-26,₹33,Market Survey
Mouse,Chennai,10-08-26,₹41,Aggregator
Printer,Chennai,10-08-26,₹19,Recycler
Television,Chennai,10-08-26,₹22,Aggregator
Washing Machine,Chennai,10-08-26,₹23,Market Survey
Microwave,Chennai,10-08-26,₹17,Recycler
Player,Chennai,10-08-26,₹50,Recycler
Cable,Chennai,10-08-26,₹429,Recycler
LCD Panel,Chennai,10-08-26,₹47,Aggregator
Motor,Chennai,10-08-26,₹80,Recycler
Magnet Assembly,Chennai,10-08-26,₹93,Recycler
Metal,Chennai,10-08-26,₹56,Recycler
Plastic,Chennai,10-08-26,₹22,Recycler
Glass,Chennai,10-08-26,₹5,Recycler
PCB,Kolkata,10-08-26,₹419,Recycler
Battery,Kolkata,10-08-26,₹109,Recycler
Mobile,Kolkata,10-08-26,₹218,Aggregator
Keyboard,Kolkata,10-08-26,₹29,Recycler
Mouse,Kolkata,10-08-26,₹39,Recycler
Printer,Kolkata,10-08-26,₹18,Recycler
Television,Kolkata,10-08-26,₹23,Market Survey
Washing Machine,Kolkata,10-08-26,₹21,Aggregator
Microwave,Kolkata,10-08-26,₹16,Aggregator
Player,Kolkata,10-08-26,₹45,Aggregator
Cable,Kolkata,10-08-26,₹414,Recycler
LCD Panel,Kolkata,10-08-26,₹46,Market Survey
Motor,Kolkata,10-08-26,₹74,Recycler
Magnet Assembly,Kolkata,10-08-26,₹92,Recycler
Metal,Kolkata,10-08-26,₹49,Aggregator
Plastic,Kolkata,10-08-26,₹20,Recycler
Glass,Kolkata,10-08-26,₹5,Recycler
PCB,Lucknow,10-08-26,₹415,Recycler
Battery,Lucknow,10-08-26,₹105,Recycler
Mobile,Lucknow,10-08-26,₹207,Recycler
Keyboard,Lucknow,10-08-26,₹27,Recycler
Mouse,Lucknow,10-08-26,₹38,Recycler
Printer,Lucknow,10-08-26,₹19,Recycler
Television,Lucknow,10-08-26,₹22,Recycler
Washing Machine,Lucknow,10-08-26,₹20,Recycler
Microwave,Lucknow,10-08-26,₹17,Recycler
Player,Lucknow,10-08-26,₹48,Recycler
Cable,Lucknow,10-08-26,₹394,Recycler
LCD Panel,Lucknow,10-08-26,₹44,Recycler
Motor,Lucknow,10-08-26,₹63,Recycler
Magnet Assembly,Lucknow,10-08-26,₹94,Recycler
Metal,Lucknow,10-08-26,₹50,Aggregator
Plastic,Lucknow,10-08-26,₹21,Recycler
Glass,Lucknow,10-08-26,₹5,Recycler
PCB,Bhopal,11-08-26,₹352,Aggregator
Battery,Bhopal,11-08-26,₹118,Market Survey
Mobile,Bhopal,11-08-26,₹195,Aggregator
Keyboard,Bhopal,11-08-26,₹27,Recycler
Mouse,Bhopal,11-08-26,₹39,Recycler
Printer,Bhopal,11-08-26,₹17,Recycler
Television,Bhopal,11-08-26,₹21,Market Survey
Washing Machine,Bhopal,11-08-26,₹20,Recycler
Microwave,Bhopal,11-08-26,₹16,Recycler
Player,Bhopal,11-08-26,₹44,Recycler
Cable,Bhopal,11-08-26,₹405,Recycler
LCD Panel,Bhopal,11-08-26,₹42,Aggregator
Motor,Bhopal,11-08-26,₹69,Recycler
Magnet Assembly,Bhopal,11-08-26,₹95,Recycler
Metal,Bhopal,11-08-26,₹50,Recycler
Plastic,Bhopal,11-08-26,₹19,Aggregator
Glass,Bhopal,11-08-26,₹5,Market Survey
PCB,Indore,11-08-26,₹417,Recycler
Battery,Indore,11-08-26,₹101,Recycler
Mobile,Indore,11-08-26,₹211,Aggregator
Keyboard,Indore,11-08-26,₹28,Market Survey
Mouse,Indore,11-08-26,₹38,Aggregator
Printer,Indore,11-08-26,₹18,Aggregator
Television,Indore,11-08-26,₹23,Aggregator
Washing Machine,Indore,11-08-26,₹20,Recycler
Microwave,Indore,11-08-26,₹16,Recycler
Player,Indore,11-08-26,₹46,Market Survey
Cable,Indore,11-08-26,₹384,Recycler
LCD Panel,Indore,11-08-26,₹42,Recycler
Motor,Indore,11-08-26,₹72,Recycler
Magnet Assembly,Indore,11-08-26,₹93,Recycler
Metal,Indore,11-08-26,₹52,Recycler
Plastic,Indore,11-08-26,₹19,Aggregator
Glass,Indore,11-08-26,₹5,Recycler
PCB,Raipur,11-08-26,₹427,Recycler
Battery,Raipur,11-08-26,₹104,Aggregator
Mobile,Raipur,11-08-26,₹212,Recycler
Keyboard,Raipur,11-08-26,₹26,Aggregator
Mouse,Raipur,11-08-26,₹39,Recycler
Printer,Raipur,11-08-26,₹17,Market Survey
Television,Raipur,11-08-26,₹21,Recycler
Washing Machine,Raipur,11-08-26,₹21,Recycler
Microwave,Raipur,11-08-26,₹16,Recycler
Player,Raipur,11-08-26,₹44,Recycler
Cable,Raipur,11-08-26,₹393,Market Survey
LCD Panel,Raipur,11-08-26,₹42,Aggregator
Motor,Raipur,11-08-26,₹69,Recycler
Magnet Assembly,Raipur,11-08-26,₹88,Recycler
Metal,Raipur,11-08-26,₹52,Recycler
Plastic,Raipur,11-08-26,₹18,Recycler
Glass,Raipur,11-08-26,₹4,Aggregator
PCB,Nagpur,11-08-26,₹432,Aggregator
Battery,Nagpur,11-08-26,₹106,Recycler
Mobile,Nagpur,11-08-26,₹209,Recycler
Keyboard,Nagpur,11-08-26,₹27,Recycler
Mouse,Nagpur,11-08-26,₹42,Market Survey
Printer,Nagpur,11-08-26,₹17,Recycler
Television,Nagpur,11-08-26,₹21,Recycler
Washing Machine,Nagpur,11-08-26,₹20,Recycler
Microwave,Nagpur,11-08-26,₹17,Recycler
Player,Nagpur,11-08-26,₹49,Recycler
Cable,Nagpur,11-08-26,₹365,Recycler
LCD Panel,Nagpur,11-08-26,₹45,Recycler
Motor,Nagpur,11-08-26,₹75,Recycler
Magnet Assembly,Nagpur,11-08-26,₹98,Recycler
Metal,Nagpur,11-08-26,₹52,Market Survey
Plastic,Nagpur,11-08-26,₹20,Recycler
Glass,Nagpur,11-08-26,₹5,Recycler
PCB,Pune,11-08-26,₹436,Aggregator
Battery,Pune,11-08-26,₹111,Aggregator
Mobile,Pune,11-08-26,₹216,Aggregator
Keyboard,Pune,11-08-26,₹31,Market Survey
Mouse,Pune,11-08-26,₹41,Recycler
Printer,Pune,11-08-26,₹18,Recycler
Television,Pune,11-08-26,₹22,Recycler
Washing Machine,Pune,11-08-26,₹22,Recycler
Microwave,Pune,11-08-26,₹17,Recycler
Player,Pune,11-08-26,₹48,Aggregator
Cable,Pune,11-08-26,₹384,Aggregator
LCD Panel,Pune,11-08-26,₹47,Recycler
Motor,Pune,11-08-26,₹71,Recycler
Magnet Assembly,Pune,11-08-26,₹101,Recycler
Metal,Pune,11-08-26,₹52,Aggregator
Plastic,Pune,11-08-26,₹21,Recycler
Glass,Pune,11-08-26,₹5,Market Survey
PCB,Mumbai,11-08-26,₹463,Aggregator
Battery,Mumbai,11-08-26,₹120,Recycler
Mobile,Mumbai,11-08-26,₹232,Market Survey
Keyboard,Mumbai,11-08-26,₹30,Aggregator
Mouse,Mumbai,11-08-26,₹40,Recycler
Printer,Mumbai,11-08-26,₹20,Recycler
Television,Mumbai,11-08-26,₹23,Recycler
Washing Machine,Mumbai,11-08-26,₹22,Aggregator
Microwave,Mumbai,11-08-26,₹19,Market Survey
Player,Mumbai,11-08-26,₹48,Aggregator
Cable,Mumbai,11-08-26,₹385,Recycler
LCD Panel,Mumbai,11-08-26,₹45,Aggregator
Motor,Mumbai,11-08-26,₹71,Aggregator
Magnet Assembly,Mumbai,11-08-26,₹100,Aggregator
Metal,Mumbai,11-08-26,₹55,Recycler
Plastic,Mumbai,11-08-26,₹21,Recycler
Glass,Mumbai,11-08-26,₹6,Recycler
PCB,Delhi,11-08-26,₹454,Aggregator
Battery,Delhi,11-08-26,₹129,Market Survey
Mobile,Delhi,11-08-26,₹230,Aggregator
Keyboard,Delhi,11-08-26,₹30,Recycler
Mouse,Delhi,11-08-26,₹40,Recycler
Printer,Delhi,11-08-26,₹19,Market Survey
Television,Delhi,11-08-26,₹24,Market Survey
Washing Machine,Delhi,11-08-26,₹22,Recycler
Microwave,Delhi,11-08-26,₹18,Recycler
Player,Delhi,11-08-26,₹49,Recycler
Cable,Delhi,11-08-26,₹390,Aggregator
LCD Panel,Delhi,11-08-26,₹48,Recycler
Motor,Delhi,11-08-26,₹71,Recycler
Magnet Assembly,Delhi,11-08-26,₹96,Recycler
Metal,Delhi,11-08-26,₹52,Aggregator
Plastic,Delhi,11-08-26,₹20,Aggregator
Glass,Delhi,11-08-26,₹5,Recycler
PCB,Noida,11-08-26,₹465,Market Survey
Battery,Noida,11-08-26,₹115,Aggregator
Mobile,Noida,11-08-26,₹233,Market Survey
Keyboard,Noida,11-08-26,₹29,Aggregator
Mouse,Noida,11-08-26,₹41,Recycler
Printer,Noida,11-08-26,₹18,Recycler
Television,Noida,11-08-26,₹23,Recycler
Washing Machine,Noida,11-08-26,₹23,Recycler
Microwave,Noida,11-08-26,₹17,Market Survey
Player,Noida,11-08-26,₹52,Recycler
Cable,Noida,11-08-26,₹408,Aggregator
LCD Panel,Noida,11-08-26,₹49,Recycler
Motor,Noida,11-08-26,₹75,Recycler
Magnet Assembly,Noida,11-08-26,₹90,Recycler
Metal,Noida,11-08-26,₹60,Recycler
Plastic,Noida,11-08-26,₹20,Recycler
Glass,Noida,11-08-26,₹5,Recycler
PCB,Jaipur,11-08-26,₹407,Market Survey
Battery,Jaipur,11-08-26,₹107,Recycler
Mobile,Jaipur,11-08-26,₹206,Recycler
Keyboard,Jaipur,11-08-26,₹27,Recycler
Mouse,Jaipur,11-08-26,₹41,Market Survey
Printer,Jaipur,11-08-26,₹18,Recycler
Television,Jaipur,11-08-26,₹20,Aggregator
Washing Machine,Jaipur,11-08-26,₹20,Recycler
Microwave,Jaipur,11-08-26,₹19,Recycler
Player,Jaipur,11-08-26,₹52,Recycler
Cable,Jaipur,11-08-26,₹380,Recycler
LCD Panel,Jaipur,11-08-26,₹46,Aggregator
Motor,Jaipur,11-08-26,₹66,Aggregator
Magnet Assembly,Jaipur,11-08-26,₹94,Recycler
Metal,Jaipur,11-08-26,₹52,Recycler
Plastic,Jaipur,11-08-26,₹20,Recycler
Glass,Jaipur,11-08-26,₹5,Recycler
PCB,Ahmedabad,11-08-26,₹423,Recycler
Battery,Ahmedabad,11-08-26,₹118,Market Survey
Mobile,Ahmedabad,11-08-26,₹210,Aggregator
Keyboard,Ahmedabad,11-08-26,₹29,Recycler
Mouse,Ahmedabad,11-08-26,₹37,Recycler
Printer,Ahmedabad,11-08-26,₹18,Recycler
Television,Ahmedabad,11-08-26,₹23,Aggregator
Washing Machine,Ahmedabad,11-08-26,₹22,Aggregator
Microwave,Ahmedabad,11-08-26,₹17,Recycler
Player,Ahmedabad,11-08-26,₹49,Recycler
Cable,Ahmedabad,11-08-26,₹392,Recycler
LCD Panel,Ahmedabad,11-08-26,₹44,Aggregator
Motor,Ahmedabad,11-08-26,₹77,Market Survey
Magnet Assembly,Ahmedabad,11-08-26,₹95,Recycler
Metal,Ahmedabad,11-08-26,₹54,Recycler
Plastic,Ahmedabad,11-08-26,₹20,Aggregator
Glass,Ahmedabad,11-08-26,₹5,Recycler
PCB,Bengaluru,11-08-26,₹453,Aggregator
Battery,Bengaluru,11-08-26,₹111,Recycler
Mobile,Bengaluru,11-08-26,₹228,Recycler
Keyboard,Bengaluru,11-08-26,₹28,Aggregator
Mouse,Bengaluru,11-08-26,₹43,Market Survey
Printer,Bengaluru,11-08-26,₹20,Recycler
Television,Bengaluru,11-08-26,₹23,Recycler
Washing Machine,Bengaluru,11-08-26,₹21,Recycler
Microwave,Bengaluru,11-08-26,₹18,Market Survey
Player,Bengaluru,11-08-26,₹53,Recycler
Cable,Bengaluru,11-08-26,₹424,Recycler
LCD Panel,Bengaluru,11-08-26,₹48,Recycler
Motor,Bengaluru,11-08-26,₹76,Recycler
Magnet Assembly,Bengaluru,11-08-26,₹94,Recycler
Metal,Bengaluru,11-08-26,₹53,Recycler
Plastic,Bengaluru,11-08-26,₹22,Recycler
Glass,Bengaluru,11-08-26,₹6,Recycler
PCB,Hyderabad,11-08-26,₹492,Recycler
Battery,Hyderabad,11-08-26,₹106,Aggregator
Mobile,Hyderabad,11-08-26,₹223,Recycler
Keyboard,Hyderabad,11-08-26,₹31,Recycler
Mouse,Hyderabad,11-08-26,₹37,Aggregator
Printer,Hyderabad,11-08-26,₹19,Aggregator
Television,Hyderabad,11-08-26,₹22,Recycler
Washing Machine,Hyderabad,11-08-26,₹21,Recycler
Microwave,Hyderabad,11-08-26,₹17,Aggregator
Player,Hyderabad,11-08-26,₹52,Aggregator
Cable,Hyderabad,11-08-26,₹411,Aggregator
LCD Panel,Hyderabad,11-08-26,₹48,Recycler
Motor,Hyderabad,11-08-26,₹72,Recycler
Magnet Assembly,Hyderabad,11-08-26,₹97,Market Survey
Metal,Hyderabad,11-08-26,₹50,Recycler
Plastic,Hyderabad,11-08-26,₹20,Recycler
Glass,Hyderabad,11-08-26,₹5,Recycler
PCB,Chennai,11-08-26,₹440,Recycler
Battery,Chennai,11-08-26,₹121,Recycler
Mobile,Chennai,11-08-26,₹223,Recycler
Keyboard,Chennai,11-08-26,₹29,Recycler
Mouse,Chennai,11-08-26,₹41,Recycler
Printer,Chennai,11-08-26,₹18,Recycler
Television,Chennai,11-08-26,₹23,Recycler
Washing Machine,Chennai,11-08-26,₹22,Recycler
Microwave,Chennai,11-08-26,₹18,Aggregator
Player,Chennai,11-08-26,₹48,Aggregator
Cable,Chennai,11-08-26,₹423,Recycler
LCD Panel,Chennai,11-08-26,₹49,Market Survey
Motor,Chennai,11-08-26,₹78,Recycler
Magnet Assembly,Chennai,11-08-26,₹95,Recycler
Metal,Chennai,11-08-26,₹57,Recycler
Plastic,Chennai,11-08-26,₹21,Recycler
Glass,Chennai,11-08-26,₹5,Recycler
PCB,Kolkata,11-08-26,₹418,Recycler
Battery,Kolkata,11-08-26,₹98,Recycler
Mobile,Kolkata,11-08-26,₹202,Aggregator
Keyboard,Kolkata,11-08-26,₹27,Recycler
Mouse,Kolkata,11-08-26,₹39,Recycler
Printer,Kolkata,11-08-26,₹18,Recycler
Television,Kolkata,11-08-26,₹20,Recycler
Washing Machine,Kolkata,11-08-26,₹20,Recycler
Microwave,Kolkata,11-08-26,₹17,Recycler
Player,Kolkata,11-08-26,₹46,Market Survey
Cable,Kolkata,11-08-26,₹368,Aggregator
LCD Panel,Kolkata,11-08-26,₹45,Recycler
Motor,Kolkata,11-08-26,₹66,Aggregator
Magnet Assembly,Kolkata,11-08-26,₹89,Aggregator
Metal,Kolkata,11-08-26,₹52,Market Survey
Plastic,Kolkata,11-08-26,₹20,Recycler
Glass,Kolkata,11-08-26,₹5,Aggregator
PCB,Lucknow,11-08-26,₹419,Recycler
Battery,Lucknow,11-08-26,₹111,Market Survey
Mobile,Lucknow,11-08-26,₹190,Recycler
Keyboard,Lucknow,11-08-26,₹27,Recycler
Mouse,Lucknow,11-08-26,₹36,Aggregator
Printer,Lucknow,11-08-26,₹17,Aggregator
Television,Lucknow,11-08-26,₹23,Aggregator
Washing Machine,Lucknow,11-08-26,₹20,Recycler
Microwave,Lucknow,11-08-26,₹15,Aggregator
Player,Lucknow,11-08-26,₹48,Recycler
Cable,Lucknow,11-08-26,₹386,Aggregator
LCD Panel,Lucknow,11-08-26,₹44,Market Survey
Motor,Lucknow,11-08-26,₹68,Recycler
Magnet Assembly,Lucknow,11-08-26,₹90,Aggregator
Metal,Lucknow,11-08-26,₹52,Recycler
Plastic,Lucknow,11-08-26,₹20,Recycler
Glass,Lucknow,11-08-26,₹5,Recycler
PCB,Bhopal,12-08-26,₹393,Aggregator
Battery,Bhopal,12-08-26,₹112,Recycler
Mobile,Bhopal,12-08-26,₹197,Aggregator
Keyboard,Bhopal,12-08-26,₹27,Recycler
Mouse,Bhopal,12-08-26,₹35,Recycler
Printer,Bhopal,12-08-26,₹18,Recycler
Television,Bhopal,12-08-26,₹21,Recycler
Washing Machine,Bhopal,12-08-26,₹21,Aggregator
Microwave,Bhopal,12-08-26,₹17,Recycler
Player,Bhopal,12-08-26,₹45,Aggregator
Cable,Bhopal,12-08-26,₹363,Recycler
LCD Panel,Bhopal,12-08-26,₹44,Market Survey
Motor,Bhopal,12-08-26,₹72,Recycler
Magnet Assembly,Bhopal,12-08-26,₹103,Recycler
Metal,Bhopal,12-08-26,₹48,Recycler
Plastic,Bhopal,12-08-26,₹18,Aggregator
Glass,Bhopal,12-08-26,₹5,Aggregator
PCB,Indore,12-08-26,₹427,Recycler
Battery,Indore,12-08-26,₹114,Recycler
Mobile,Indore,12-08-26,₹193,Recycler
Keyboard,Indore,12-08-26,₹28,Recycler
Mouse,Indore,12-08-26,₹42,Recycler
Printer,Indore,12-08-26,₹18,Recycler
Television,Indore,12-08-26,₹20,Aggregator
Washing Machine,Indore,12-08-26,₹21,Recycler
Microwave,Indore,12-08-26,₹16,Recycler
Player,Indore,12-08-26,₹44,Aggregator
Cable,Indore,12-08-26,₹381,Recycler
LCD Panel,Indore,12-08-26,₹42,Recycler
Motor,Indore,12-08-26,₹73,Market Survey
Magnet Assembly,Indore,12-08-26,₹89,Aggregator
Metal,Indore,12-08-26,₹51,Recycler
Plastic,Indore,12-08-26,₹19,Aggregator
Glass,Indore,12-08-26,₹5,Recycler
PCB,Raipur,12-08-26,₹392,Recycler
Battery,Raipur,12-08-26,₹104,Aggregator
Mobile,Raipur,12-08-26,₹196,Aggregator
Keyboard,Raipur,12-08-26,₹27,Market Survey
Mouse,Raipur,12-08-26,₹38,Recycler
Printer,Raipur,12-08-26,₹17,Recycler
Television,Raipur,12-08-26,₹20,Recycler
Washing Machine,Raipur,12-08-26,₹20,Market Survey
Microwave,Raipur,12-08-26,₹16,Recycler
Player,Raipur,12-08-26,₹43,Aggregator
Cable,Raipur,12-08-26,₹370,Market Survey
LCD Panel,Raipur,12-08-26,₹42,Recycler
Motor,Raipur,12-08-26,₹67,Recycler
Magnet Assembly,Raipur,12-08-26,₹91,Aggregator
Metal,Raipur,12-08-26,₹52,Recycler
Plastic,Raipur,12-08-26,₹20,Recycler
Glass,Raipur,12-08-26,₹4,Recycler
PCB,Nagpur,12-08-26,₹436,Recycler
Battery,Nagpur,12-08-26,₹106,Recycler
Mobile,Nagpur,12-08-26,₹199,Recycler
Keyboard,Nagpur,12-08-26,₹28,Recycler
Mouse,Nagpur,12-08-26,₹38,Aggregator
Printer,Nagpur,12-08-26,₹18,Recycler
Television,Nagpur,12-08-26,₹22,Recycler
Washing Machine,Nagpur,12-08-26,₹21,Recycler
